sample_id,label,firing_rate_mean,firing_rate_std,population_rate_mean,population_rate_std,isi_mean,isi_std,isi_cv,synchrony_proxy,burst_count,burst_density,activity_entropy_mean,connectivity_mean,connectivity_std,graph_degree_mean,graph_degree_std,graph_clustering
pattern_a_34,pattern_a,0.6515625,0.06216708207524301,0.6515625,0.21270096196009552,1.5561097256857854,0.8932938448221736,0.5740558201501468,0.6515625,9.0,0.225,0.9200200525726289,0.20973000606801523,0.13270330588571583,4.5625,2.423033996872516,0.26723710317460314
pattern_a_35,pattern_a,0.62109375,0.07264784897667308,0.62109375,0.17555541047896386,1.5792922673656618,0.9481670375485263,0.6003746470120545,0.62109375,5.0,0.125,0.9409121210488727,0.1753149470521043,0.11598253849007191,1.5625,1.0288798520721456,0.07291666666666667
pattern_a_36,pattern_a,0.59296875,0.06680030144720532,0.59296875,0.1598778067335723,1.6286107290233838,0.951162972247578,0.5840333452905314,0.59296875,4.0,0.1,0.96160872680497,0.15364019393940895,0.10918272434934839,1.375,1.4086784586980805,0.07395833333333333
pattern_a_37,pattern_a,0.59921875,0.06658065333441464,0.59921875,0.14386671552495212,1.6312925170068027,0.9863560865122631,0.6046469754683181,0.59921875,4.0,0.1,0.9580111367971857,0.15671060712838766,0.1111818170833629,1.125,0.81967981553775,0.0
pattern_a_38,pattern_a,0.6187499999999999,0.08291561975888499,0.61875,0.18621958644299477,1.5842105263157895,1.02636976916075,0.6478746051180814,0.61875,4.0,0.1,0.9377443294826412,0.1768699916866385,0.1169395872032966,2.0,1.14564392373896,0.0
pattern_a_39,pattern_a,0.63515625,0.06055065512393322,0.63515625,0.20508519333057054,1.5339308578745199,0.8897990912988261,0.5800777047615886,0.63515625,7.0,0.175,0.9350558621798977,0.20307248359301008,0.12031692302106692,3.0625,2.014595182660775,0.17452876984126983
pattern_a_40,pattern_a,0.65390625,0.06315573973074419,0.65390625,0.175722212308056,1.501863354037267,0.8423917480034324,0.5608977313008794,0.65390625,6.0,0.15,0.9175094345806049,0.18138371377397214,0.11597537518024871,2.3125,1.529654781315052,0.03958333333333333
pattern_a_41,pattern_a,0.6195312500000001,0.06752730205951885,0.61953125,0.14887066731205817,1.5821287779237845,1.0131312304523805,0.6403595235666625,0.61953125,4.0,0.1,0.9443903891044179,0.1593106100019078,0.116049038014911,1.5,1.224744871391589,0.05208333333333333
pattern_a_42,pattern_a,0.71640625,0.06111252908313893,0.71640625,0.20662696374974274,1.376271186440678,0.6820554634862723,0.49558217174495156,0.71640625,9.0,0.225,0.8469561741594673,0.23057466314897385,0.14036439058674988,5.1875,2.1569292408421745,0.3134920634920635
pattern_a_43,pattern_a,0.6265625,0.0605758499218129,0.6265625,0.18618680765228776,1.587012987012987,0.9374392654752168,0.5906941361832381,0.6265625,6.0,0.15,0.9416746131647821,0.18100524801195425,0.11788494065894155,2.0,1.25,0.14166666666666666
pattern_a_44,pattern_a,0.6304687499999999,0.05787053674744601,0.63046875,0.18917061732979967,1.56,0.9935014651676778,0.6368599135690242,0.63046875,3.0,0.075,0.9399216360623732,0.18314615791778108,0.11731085156356694,1.875,1.3635890143294642,0.06458333333333333
pattern_a_45,pattern_a,0.60234375,0.09889217909388741,0.60234375,0.16101901758313364,1.6305818673883627,1.206740681109191,0.7400675214437279,0.60234375,2.0,0.05,0.9394991165832226,0.15643452807197614,0.109833639069005,1.5625,1.248436522214886,0.046875
pattern_a_46,pattern_a,0.6320312499999999,0.0628845591018773,0.63203125,0.1932058260274195,1.5353925353925353,0.8913113452251317,0.5805104067392518,0.63203125,5.0,0.125,0.9365716549554574,0.1914049008948395,0.11410912330594068,2.1875,1.775484088917724,0.10863095238095238
pattern_a_47,pattern_a,0.5984375,0.07340424779091466,0.5984375,0.17138424254799506,1.6662125340599454,1.0408692597366376,0.6246917715835585,0.5984375,4.0,0.1,0.955531903527311,0.1594408541725281,0.11208054167910232,1.375,1.243734296383275,0.06145833333333333
pattern_a_48,pattern_a,0.5953124999999999,0.07327108804808347,0.5953125,0.15132068338052798,1.6452054794520548,1.0102951007774448,0.6140844492652245,0.5953125,5.0,0.125,0.9574469490103179,0.14498172922642408,0.10540954135730533,0.875,0.8926785535678563,0.16666666666666666
pattern_a_49,pattern_a,0.64296875,0.06966279691081531,0.64296875,0.16563789749310845,1.5132743362831858,0.9337136946362278,0.6170154824204312,0.64296875,6.0,0.15,0.9247368002204097,0.17317659911776234,0.11565089154782594,1.8125,1.2103072956898178,0.06770833333333333
pattern_a_50,pattern_a,0.634375,0.06896273903348098,0.634375,0.15039011769394955,1.528205128205128,0.8860597647113698,0.5798042084520709,0.634375,4.0,0.1,0.9323271053350566,0.15123236925294414,0.10475506782267559,1.3125,0.9499177595981665,0.07291666666666667
pattern_a_51,pattern_a,0.61171875,0.06959266950216453,0.61171875,0.16607949139173536,1.600532623169108,1.0166128632126608,0.635171597564649,0.61171875,3.0,0.075,0.9488866011215236,0.16096169883586262,0.10989464709220677,1.375,0.960143218483576,0.0
pattern_a_52,pattern_a,0.62109375,0.06127211813653499,0.62109375,0.1833109524099351,1.6041939711664481,0.9757657068521954,0.608259178372733,0.62109375,6.0,0.15,0.9455961059023518,0.1696384212714289,0.10786479417447466,1.8125,0.982264602843857,0.05208333333333333
pattern_a_53,pattern_a,0.61171875,0.060267753802821455,0.61171875,0.19861427903335022,1.5672436750998668,0.9559918228674464,0.6099828878279119,0.61171875,5.0,0.125,0.9524781651442044,0.1925815416474988,0.12015922575708621,2.9375,1.6189792308735773,0.2760416666666667
pattern_a_54,pattern_a,0.64765625,0.0771462123887978,0.64765625,0.17951588271915525,1.5232120451693851,0.9417278875869233,0.6182513397090428,0.64765625,5.0,0.125,0.9169474802507461,0.18306816269131915,0.11949593867456516,2.375,1.4947825928876748,0.13660714285714284
pattern_a_55,pattern_a,0.64140625,0.07896037747463913,0.64140625,0.17215708386075054,1.532319391634981,0.8795852919539315,0.5740221632354441,0.64140625,6.0,0.15,0.9214540740658477,0.18178716471517056,0.11138060639530474,2.0,1.620185174601965,0.12083333333333333
pattern_a_56,pattern_a,0.59921875,0.06628665701660855,0.59921875,0.1679796508090712,1.6095238095238096,1.0451919937766818,0.6493796411038556,0.59921875,3.0,0.075,0.9580813219154689,0.16505968301103074,0.11358697195856554,1.5625,1.2231491119238078,0.06770833333333333
pattern_a_57,pattern_a,0.64765625,0.07298313562692069,0.64765625,0.18368348870662682,1.5232120451693851,0.9680080681639862,0.6355044730862414,0.64765625,5.0,0.125,0.9186906888795414,0.19336445414029557,0.12232372959638985,2.8125,1.4670868242881878,0.16592261904761904
pattern_a_58,pattern_a,0.60078125,0.0794228140929135,0.60078125,0.1478173724091235,1.6187245590230666,1.0086879053911255,0.6231374570605696,0.60078125,4.0,0.1,0.9512084156745464,0.15903883979116998,0.10622578928959744,1.25,1.0606601717798212,0.05208333333333333
pattern_a_59,pattern_a,0.64453125,0.07200650334127813,0.64453125,0.18096522617878136,1.5737704918032787,1.008122389328652,0.6405777682192476,0.64453125,5.0,0.125,0.9225410811591509,0.18539432665432803,0.12094679026216057,2.625,1.3169567191065923,0.15312499999999998
pattern_a_60,pattern_a,0.60234375,0.07351641371787322,0.60234375,0.1814098836845377,1.6197564276048715,1.1036607533110645,0.6813745168729128,0.60234375,1.0,0.025,0.9532105809611204,0.17115864937363234,0.11084058100062698,1.5625,1.2231491119238078,0.0
pattern_a_61,pattern_a,0.59609375,0.0737153983977398,0.59609375,0.1627383318349967,1.6429548563611491,1.0394484604487229,0.6326701287160836,0.59609375,4.0,0.1,0.9567007864694568,0.164007040622135,0.1061751568000083,1.125,0.81967981553775,0.07291666666666667
pattern_a_62,pattern_a,0.67421875,0.0786816109293493,0.67421875,0.2053825864963666,1.444043321299639,0.7656494175627901,0.5302122216622321,0.67421875,9.0,0.225,0.8897918524302552,0.21395620637867305,0.1252627956171194,3.875,1.964529205687714,0.17919146825396826
pattern_a_63,pattern_a,0.6734375,0.06432871515699658,0.6734375,0.19007990712789713,1.4385542168674699,0.749591266182871,0.5210726557217612,0.6734375,8.0,0.2,0.8979014993187364,0.19367921266294993,0.12187319159306517,3.0625,1.7309228030157786,0.22410714285714284
pattern_a_64,pattern_a,0.68984375,0.06520981012039138,0.68984375,0.20815731496499829,1.4465334900117508,0.7894108780760721,0.5457259603921506,0.68984375,8.0,0.2,0.8785630670832763,0.22586701955080066,0.13479511733543367,4.75,2.5860201081971503,0.38876488095238093
pattern_a_65,pattern_a,0.63359375,0.05541370508220417,0.63359375,0.19225576785479676,1.5250320924261873,0.9826883264046522,0.6443722274993469,0.63359375,4.0,0.1,0.9382787896845314,0.19168322189521703,0.12281098872226781,2.75,1.8371173070873836,0.19479166666666667
pattern_a_66,pattern_a,0.6390625,0.07904149918713586,0.6390625,0.18180813848326483,1.5267175572519085,0.916306150224128,0.6001805283968038,0.6390625,5.0,0.125,0.9240157954186625,0.18512734017671334,0.11423854671980183,2.1875,1.4670868242881878,0.13541666666666666
pattern_a_67,pattern_a,0.68359375,0.0708787959190723,0.68359375,0.1949293116066373,1.4389086595492289,0.7713768835792945,0.5360846767166902,0.68359375,6.0,0.15,0.8830613236986727,0.19741022768549166,0.12372471709337578,2.8125,1.6851835953390955,0.1769345238095238
pattern_a_68,pattern_a,0.6351562500000001,0.06460800520011045,0.63515625,0.18832986924127967,1.5211267605633803,0.9700386151023238,0.6377105710394907,0.63515625,4.0,0.1,0.9334256457527867,0.18324561851804802,0.12257147113458383,2.4375,1.7842628029525247,0.17916666666666667
pattern_a_69,pattern_a,0.6085937499999999,0.06422901377833462,0.60859375,0.17173111875381672,1.6385542168674698,0.9779425706168304,0.5968325982440951,0.60859375,4.0,0.1,0.9530828020454216,0.17369410572399555,0.12104339016033282,2.0,1.1726039399558574,0.078125
pattern_a_70,pattern_a,0.62578125,0.06569471743175018,0.62578125,0.19206519228100002,1.5617685305591678,1.0521610647186126,0.6736984669180792,0.62578125,5.0,0.125,0.9404742997746774,0.18529275056543829,0.11595221797783742,2.1875,1.4456291882775472,0.11041666666666666
pattern_a_71,pattern_a,0.60703125,0.0679597695216626,0.60703125,0.1682700785521226,1.610738255033557,1.0395624363194118,0.6453950125483016,0.60703125,4.0,0.1,0.9526686897153958,0.16554336236508813,0.11144105595675599,1.5,1.1989578808281798,0.09166666666666666
pattern_a_72,pattern_a,0.63359375,0.06835379441506886,0.63359375,0.2020388629656124,1.5609756097560976,0.9719121199229519,0.622631201825641,0.63359375,6.0,0.15,0.9332030354495009,0.19699214266375104,0.11611326837438227,3.0,1.620185174601965,0.23735119047619047
pattern_a_73,pattern_a,0.6453125,0.08826396401561624,0.6453125,0.1979570956514315,1.5,0.9106838574177151,0.60712257161181,0.6453125,3.0,0.075,0.9132045230633166,0.19631756897895633,0.1279280110364145,3.5,2.091650066335189,0.3099454365079365
pattern_a_74,pattern_a,0.628125,0.042733732284929195,0.628125,0.18178799465311232,1.5414507772020725,0.8575129533678756,0.5563025210084034,0.628125,6.0,0.15,0.9464029459936212,0.17226746001167578,0.12037606775674178,2.375,1.996089927833914,0.190625
pattern_a_75,pattern_a,0.61640625,0.07515852387412554,0.61640625,0.16755763642232932,1.5891677675033025,1.0041072690631079,0.6318447237579158,0.61640625,4.0,0.1,0.9431003719376372,0.16169676090073676,0.1105295645922024,1.375,1.5155444566227676,0.10520833333333333
pattern_a_76,pattern_a,0.65546875,0.07036022685749031,0.65546875,0.20604718958514698,1.506815365551425,0.908252482439809,0.6027629550402351,0.65546875,5.0,0.125,0.9128430432338166,0.2075548257367863,0.12570810492068793,4.125,1.948557158514987,0.19972718253968252
pattern_a_77,pattern_a,0.57734375,0.07790202555734671,0.57734375,0.15671610167253874,1.7043847241867043,1.093387872671959,0.6415147103560789,0.57734375,5.0,0.125,0.9645070305145899,0.15204745807061326,0.11016608466881112,1.0,0.9013878188659973,0.0
pattern_a_78,pattern_a,0.596875,0.07441175562369161,0.596875,0.15808299837427173,1.6325136612021858,1.0082624336249335,0.6176134739861517,0.596875,7.0,0.175,0.9559899708384999,0.1605163423075471,0.10822207437361456,1.625,1.3169567191065923,0.0
pattern_a_79,pattern_a,0.6453125,0.08487985534713167,0.6453125,0.17850152091438884,1.508816120906801,0.9106411829987515,0.6035468274632794,0.6453125,3.0,0.075,0.9147609099912402,0.18295037136543832,0.12147980223741206,2.625,1.192424001771182,0.24791666666666667
pattern_a_80,pattern_a,0.6414062500000001,0.07541794356078334,0.64140625,0.18814829330460986,1.5107731305449936,0.907061739479367,0.600395731920487,0.64140625,6.0,0.15,0.9234785179369341,0.18665123679915355,0.12368011515030805,3.1875,2.0068242947502903,0.22998511904761904
pattern_a_81,pattern_a,0.6148437499999999,0.06338725688920054,0.61484375,0.18492865759107618,1.557615894039735,0.945006891323043,0.6067008528477019,0.61484375,5.0,0.125,0.9492172796695131,0.17845650428019746,0.1201135479758178,2.25,1.5612494995995996,0.18125
pattern_a_82,pattern_a,0.6273437500000001,0.07430915546510738,0.62734375,0.1916707356338925,1.5603112840466926,1.001908377032875,0.6421208301682017,0.62734375,4.0,0.1,0.9355257945635274,0.19723493693993818,0.12219042426093439,3.0625,1.9675095298371492,0.2935267857142857
pattern_a_83,pattern_a,0.60859375,0.07920734631924932,0.60859375,0.1930161885009584,1.6010709504685408,1.025197367774159,0.6403197606415525,0.60859375,4.0,0.1,0.9463836005070692,0.18881182580987083,0.1234749294483266,3.0625,1.6571341979453564,0.10684523809523809
pattern_a_84,pattern_a,0.6140625000000001,0.06025256088955888,0.6140625,0.18835093368165182,1.6286472148541113,1.0803411020426836,0.6633364747069899,0.6140625,5.0,0.125,0.9508335782373882,0.17865827307640955,0.11283527225341533,1.9375,1.3448396744593758,0.071875
pattern_a_85,pattern_a,0.6609375,0.06957951274441349,0.6609375,0.15788983253759564,1.4864864864864864,0.8566486263235377,0.5762908940721981,0.6609375,5.0,0.125,0.90824544462654,0.16799273724953326,0.11647247507744532,1.8125,1.3331705629813464,0.13854166666666667
pattern_a_86,pattern_a,0.63671875,0.0609124547891275,0.63671875,0.16968598928885525,1.5312899106002553,0.8976935090877939,0.5862335426319789,0.63671875,5.0,0.125,0.9334387450824326,0.16645549401640108,0.11575592031505613,1.75,1.3919410907075054,0.08645833333333333
pattern_a_87,pattern_a,0.61328125,0.0810054914708719,0.61328125,0.16751391908118413,1.592297476759628,1.0833983995366003,0.680399495288624,0.61328125,3.0,0.075,0.9427913703334363,0.16801607936873822,0.11783260388418292,1.625,1.1110243021644486,0.078125
pattern_a_88,pattern_a,0.65234375,0.05602711920077187,0.65234375,0.18277744054843723,1.526774595267746,0.8659710076292826,0.5671898198420179,0.65234375,6.0,0.15,0.9220131255208868,0.1807439109088072,0.11961189961843102,2.0625,1.5599979967935855,0.0869047619047619
pattern_a_89,pattern_a,0.65703125,0.0699426034219309,0.65703125,0.18255022585835795,1.542645241038319,0.8913668752452727,0.5778171490972962,0.65703125,6.0,0.15,0.9115828489159352,0.18363433317267436,0.11748691575050688,2.375,1.4306903927824497,0.15
pattern_a_90,pattern_a,0.6671875,0.07027776920015319,0.6671875,0.22158321482853793,1.4501216545012166,0.8820010067763189,0.6082255264850118,0.6671875,4.0,0.1,0.9014360552114016,0.23454678016299066,0.13447998072437284,5.625,2.1758618981911515,0.3716968795093795
pattern_a_91,pattern_a,0.6390625000000001,0.0681615440974601,0.6390625,0.18261206961411394,1.5318066157760815,0.9448567312036047,0.6168250753538482,0.6390625,5.0,0.125,0.9288107545152655,0.17787844907172073,0.1169035897373825,1.6875,1.3331705629813464,0.128125
pattern_a_92,pattern_a,0.6625000000000001,0.0673145600891813,0.6625,0.19151941807555703,1.4926470588235294,0.8430481884100965,0.5648007567673553,0.6625,6.0,0.15,0.9078453741161037,0.18830596047778847,0.11753783355557983,2.0625,1.3448396744593758,0.026041666666666664
pattern_a_93,pattern_a,0.6460937499999999,0.06438087806901596,0.64609375,0.21359866490321866,1.5471698113207548,0.9536300273301751,0.6163706274207229,0.64609375,7.0,0.175,0.9240771341454745,0.21120462943281718,0.12521460262959616,4.125,1.7455300054711176,0.29270833333333335
pattern_a_94,pattern_a,0.6328125,0.07511384588576198,0.6328125,0.20357522219992785,1.6041131105398458,0.9935957123740848,0.6194050194126907,0.6328125,6.0,0.15,0.9306436830598421,0.20137086397369494,0.1261080318203973,3.4375,1.7666617531378213,0.14717261904761905
pattern_a_95,pattern_a,0.60390625,0.07397987875725061,0.60390625,0.17875266333243123,1.6167341430499325,0.968569835278443,0.5990903572131271,0.60390625,5.0,0.125,0.9518381280753424,0.17453457322797603,0.11424570877597016,2.0,1.3228756555322954,0.22604166666666667
pattern_a_96,pattern_a,0.59375,0.08076779989575053,0.59375,0.18944305707784595,1.6263736263736264,1.058958140777914,0.6511161541269607,0.59375,4.0,0.1,0.9546391426960242,0.18317627357755104,0.11457507589899962,2.125,1.4947825928876748,0.18541666666666667
pattern_a_97,pattern_a,0.628125,0.055463247966558896,0.628125,0.18838333591376918,1.5466321243523315,0.9269435844262359,0.5993303577697271,0.628125,7.0,0.175,0.9425946245308068,0.18093960423296104,0.11540164877173675,2.0625,1.0588171466310885,0.16666666666666666
pattern_a_98,pattern_a,0.65078125,0.06296215846393373,0.65078125,0.21399833664292228,1.5355805243445693,0.9058252009642078,0.5898910455059597,0.65078125,6.0,0.15,0.9207040291550628,0.21586156421519495,0.12997301533959457,4.25,2.1505813167606567,0.2826140873015873
pattern_a_99,pattern_a,0.6484375,0.0548212649776526,0.6484375,0.19549991008629647,1.4987468671679198,0.9049423934276237,0.6037993561498693,0.6484375,5.0,0.125,0.9260128776967753,0.19075438958218016,0.12057873484828592,2.4375,1.5799030824705673,0.30625
pattern_a_100,pattern_a,0.5984375,0.08859526563959273,0.5984375,0.15445057613602484,1.6280653950953679,1.1204452774239726,0.6882065553382393,0.5984375,3.0,0.075,0.9473593130032506,0.15285814918614124,0.1075779601489162,1.125,0.9270248108869579,0.0
pattern_a_101,pattern_a,0.61484375,0.09719892919131105,0.61484375,0.1474701207819316,1.5933774834437087,0.9861067251572163,0.6188782855309213,0.61484375,4.0,0.1,0.9315864876707644,0.16514843108360155,0.11251064687456239,1.5,1.1726039399558574,0.05208333333333333
pattern_a_102,pattern_a,0.61328125,0.0661391687915527,0.61328125,0.1664905889560653,1.5896414342629481,0.9697956433651924,0.6100719460768504,0.61328125,4.0,0.1,0.9491635365191776,0.16501883627150168,0.10650832622180342,1.1875,0.8454843286542927,0.0
